"contacts","social","laws","citizenship","workpermit","employment","attitude","reputation","destination","candidate","id","gender","age","children","educ","prewar","satisfaction","migmotivation","miglikely","prefchar","prefcountry","incentivised","t_choice"
"No contacts","Generous support for refugees","No religious bans","After 8 years","Immediately","Half of all Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Has many well-known brands",0,2,452,"Male","18 - 29","Yes","Some college but no degree","0",8,3,6,"Education opportunities","UK","1","25.689"
"Family","Free healthcare","Ban on hijab in schools","After 5 years","Immediately","1 in 4 Syrians employed after one year","Half the population supports restricting immigration of Muslims","Has many well-known brands",0,2,455,"Male","18 - 29","Yes","Less than high school degree","0",6,1,5,"Citizenship and rights","UK","1","176.136"
"Friends","Generous support for refugees","Ban on nikab and burka in public","After 3 years","After 3 months","Half of all Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Good country for Syrians",1,2,456,"Female","18 - 29","Yes","Some college but no degree","0",7,1,3,"Education opportunities","France","1","73.906"
"No contacts","Free housing","Ban on nikab and burka in public","After 3 years","Immediately","Half of all Syrians employed after one year","1 in 4 people oppose taking in refugees","Has many well-known brands",1,2,458,"Male","18 - 29","No","Diploma or technical certificate (2-year)","0",7,1,6,"Citizenship and rights","UK","1","24.782"
"Family","Generous support for refugees","Ban on immigration from Muslim countries","After 3 years","Immediately","1 in 4 Syrians employed after one year","3 in 4 people support taking in refugees","Bad country for Syrians",0,2,460,"Male","18 - 29","No","Less than high school degree","0",6,1,6,"Education opportunities","France","1","62.139"
"Family","Free healthcare","Ban on hijab in schools","After 8 years","Immediately","3 in 4 Syrians unemployed after one year","3 in 4 people support taking in refugees","Good country for Syrians",1,2,461,"Female","18 - 29","No","Diploma or technical certificate (2-year)","0",4,1,5,"Citizenship and rights","France","1","47.358"
"Other Syrians","Free healthcare","No religious bans","After 8 years","After 12 months","3 in 4 Syrians unemployed after one year","3 in 4 people support taking in refugees","Bad country for Syrians",0,2,462,"Male","18 - 29","No","High school graduate (Baccalaureate / Tawjihi)","0",2,1,5,"Education opportunities","Canada","1","40.982"
"Other Syrians","Generous support for refugees","Ban on hijab in schools","After 5 years","After 12 months","3 in 4 Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Welcoming to foreigners",0,2,463,"Female","18 - 29","No","Some college but no degree","0",6,1,5,"Citizenship and rights","Canada","1","39.535"
"Other Syrians","Free healthcare","No religious bans","After 5 years","After 12 months","Half of all Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Bad country for Syrians",0,2,464,"Female","30-39","No","Bachelor's degree (4-year)","0",4,1,4,"Employment / career opportunities","UK","1","21.81"
"Other Syrians","Free healthcare","Ban on hijab in schools","After 5 years","Immediately","1 in 4 Syrians employed after one year","3 in 4 people support taking in refugees","Welcoming to foreigners",1,2,466,"Male","18 - 29","No","Master's degree or higher","0",7,1,6,"Citizenship and rights","UK","1","47.885"
"Other Syrians","Free healthcare","Ban on hijab in schools","After 8 years","Immediately","3 in 4 Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Welcoming to foreigners",0,2,467,"Male","18 - 29","No","Some college but no degree","0",8,1,2,"Citizenship and rights","Canada","1","6.919"
"Family","Generous support for refugees","Ban on immigration from Muslim countries","After 5 years","After 12 months","Half of all Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Bad country for Syrians",0,2,468,"Male","18 - 29","No","High school graduate (Baccalaureate / Tawjihi)","0",6,1,4,"Education opportunities","Germany","1","29.262"
"Family","No minimum wage","No religious bans","After 3 years","After 12 months","3 in 4 Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Has many well-known brands",1,2,471,"Male","18 - 29","No","Less than high school degree","0",7,3,6,"Asylum policies (e.g. family reunification, resettlement)","USA","1","69.876"
"Other Syrians","No minimum wage","No religious bans","After 5 years","Immediately","Half of all Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Welcoming to foreigners",0,2,472,"Male","18 - 29","No","Diploma or technical certificate (2-year)","0",7,3,NA,"Education opportunities","Canada","1","44.151"
"No contacts","No minimum wage","No religious bans","After 8 years","Immediately","Half of all Syrians employed after one year","Half the population supports restricting immigration of Muslims","Bad country for Syrians",0,2,474,"Female","18 - 29","No","Less than high school degree","1",8,1,2,"Education opportunities","Canada","1","96.175"
"Other Syrians","Free healthcare","No religious bans","After 5 years","After 3 months","Half of all Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Bad country for Syrians",0,2,477,"Male","30-39","No","Bachelor's degree (4-year)","0",5,1,5,"Citizenship and rights","Canada","1","17.104"
"Family","Generous support for refugees","Ban on nikab and burka in public","After 3 years","After 12 months","1 in 4 Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Has many well-known brands",1,2,479,"Male","30-39","No","Bachelor's degree (4-year)","0",4,1,2,"Education opportunities","Canada","1","22.744"
"Friends","Free healthcare","Ban on hijab in schools","After 8 years","After 12 months","3 in 4 Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Has many well-known brands",0,2,482,"Female","18 - 29","No","Some college but no degree","0",8,4,3,"Education opportunities","UK","1","19.858"
"Family","Free healthcare","No religious bans","After 3 years","After 3 months","1 in 4 Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Good country for Syrians",1,2,487,"Female","18 - 29","No","Some college but no degree","0",4,3,6,"Citizenship and rights","Canada","1","27.48"
"Family","Free healthcare","Ban on immigration from Muslim countries","After 3 years","After 3 months","Half of all Syrians employed after one year","3 in 4 people support taking in refugees","Welcoming to foreigners",1,2,488,"Male","18 - 29","No","Some college but no degree","0",5,1,6,"Education opportunities","Canada","1","9.724"
"Family","Free healthcare","Ban on hijab in schools","After 3 years","Immediately","Half of all Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Good country for Syrians",0,2,489,"Female","18 - 29","No","Some college but no degree","0",5,4,5,"Employment / career opportunities","USA","1","24.614"
"Friends","Free housing","Ban on nikab and burka in public","After 3 years","After 3 months","1 in 4 Syrians employed after one year","3 in 4 people support taking in refugees","Good country for Syrians",0,2,492,"Female","18 - 29","No","Diploma or technical certificate (2-year)","1",6,1,5,"Citizenship and rights","UK","1","15.325"
"No contacts","Free housing","No religious bans","After 8 years","Immediately","1 in 4 Syrians employed after one year","Half the population supports restricting immigration of Muslims","Bad country for Syrians",0,2,494,"Male","18 - 29","No","Less than high school degree","0",2,1,2,"Education opportunities","UK","1","24.175"
"Friends","Free housing","No religious bans","After 8 years","After 12 months","Half of all Syrians employed after one year","1 in 4 people oppose taking in refugees","Bad country for Syrians",1,2,495,"Female","18 - 29","No","Bachelor's degree (4-year)","0",3,1,2,"Education opportunities","Canada","1","109.065"
"Friends","Generous support for refugees","Ban on nikab and burka in public","After 3 years","After 12 months","1 in 4 Syrians employed after one year","Half the population supports restricting immigration of Muslims","Has many well-known brands",0,2,496,"Female","18 - 29","No","Some college but no degree","0",8,1,4,"Asylum policies (e.g. family reunification, resettlement)","USA","1","83.491"
"No contacts","Free housing","Ban on immigration from Muslim countries","After 5 years","Immediately","3 in 4 Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Bad country for Syrians",1,2,497,"Male","30-39","Yes","Bachelor's degree (4-year)","0",3,6,3,"Employment / career opportunities","UK","1","31.382"
"Friends","No minimum wage","No religious bans","After 3 years","After 12 months","3 in 4 Syrians unemployed after one year","1 in 4 people oppose taking in refugees","Welcoming to foreigners",0,2,498,"Female","30-39","Yes","Some college but no degree","0",8,1,5,"Asylum policies (e.g. family reunification, resettlement)","UK","1","34.147"
"Family","Generous support for refugees","Ban on immigration from Muslim countries","After 8 years","After 3 months","1 in 4 Syrians employed after one year","1 in 4 people oppose taking in refugees","Bad country for Syrians",0,2,499,"Male","18 - 29","No","Bachelor's degree (4-year)","1",2,1,2,"Good reputation","Canada","1","20.445"
"Friends","Free healthcare","Ban on nikab and burka in public","After 5 years","Immediately","3 in 4 Syrians unemployed after one year","3 in 4 people support taking in refugees","Welcoming to foreigners",0,2,501,"Male","18 - 29","No","Diploma or technical certificate (2-year)","0",5,1,NA,"Asylum policies (e.g. family reunification, resettlement)","Canada","1","10.027"
"No contacts","No minimum wage","Ban on immigration from Muslim countries","After 8 years","After 12 months","Half of all Syrians unemployed after one year","3 in 4 people support taking in refugees","Has many well-known brands",0,2,504,"Female","30-39","No","Diploma or technical certificate (2-year)","0",4,3,6,"Citizenship and rights","Other / Prefer not to answer","1","25.762"
"Friends","No minimum wage","No religious bans","After 8 years","After 3 months","3 in 4 Syrians unemployed after one year","3 in 4 people support taking in refugees","Welcoming to foreigners",0,2,505,"Male","18 - 29","Yes","Some college but no degree","0",2,1,3,"Citizenship and rights","Canada","1","77.151"
